epoch,train_loss,train_acc,val_loss,val_acc,lr_backbone,lr_head
1,2.2864599324293735,0.5167785234899329,0.9931558328401804,0.8112522686025408,2.98214809386295e-05,0.00029815940691897306
2,0.8125020237577042,0.8581016299137104,0.5166869701685793,0.911070780399274,2.929031948627973e-05,0.0002926829491861254
3,0.4673013330725063,0.9165867689357622,0.3757284646296025,0.9147005444646098,2.8419594600731336e-05,0.00028370547536616097
4,0.314969603756854,0.944710770214126,0.3191858795885598,0.9183303085299456,2.723074641843674e-05,0.00027144804065905466
5,0.2324940488051972,0.9616490891658677,0.2759149258452621,0.9328493647912885,2.575304832720494e-05,0.0002562124637873889
6,0.1759066547056706,0.9689996804090764,0.2608248500826138,0.9274047186932849,2.4022886158240864e-05,0.00023837389521772474
7,0.13770108447359863,0.9821029082774049,0.23667574746909462,0.9437386569872959,2.2082862246223432e-05,0.00021837157971106225
8,0.10798650563296588,0.9862575902844359,0.23269528239803175,0.9310344827586207,1.998074641843674e-05,0.00019669804065905466
9,0.08521816570439175,0.9913710450623202,0.2336199144594466,0.9328493647912885,1.776829974308335e-05,0.00017388695252351454
10,0.07143218057410486,0.9942473633748802,0.21948361725372326,0.9346642468239564,1.55e-05,0.0001505
11,0.06241876651500505,0.994566954298498,0.2224818637794029,0.9346642468239564,1.3231700256916657e-05,0.0001271130474764855
12,0.05139291637567294,0.9987216363055289,0.21923594387711284,0.9382940108892922,1.1019253581563265e-05,0.00010430195934094536
13,0.0522656104208639,0.9968040907638223,0.21786094070184037,0.9382940108892922,8.917137753776574e-06,8.262842028893775e-05
14,0.0421523727445642,0.9987216363055289,0.21307978681719672,0.9346642468239564,6.977113841759142e-06,6.262610478227527e-05
15,0.04201957131963677,0.9980824544582934,0.21654101955398458,0.9364791288566243,5.246951672795062e-06,4.478753621261114e-05
16,0.03838918071815232,0.9984020453819111,0.2177336172161864,0.9364791288566243,3.769253581563264e-06,2.9551959340945366e-05
17,0.035213190503835146,0.9987216363055289,0.21302127785399258,0.9401088929219601,2.5804053992686675e-06,1.7294524633839014e-05
18,0.03343693594385466,0.9996804090763822,0.21208957239255283,0.9346642468239564,1.7096805137202739e-06,8.317050813874547e-06
19,0.03477655697974697,0.9984020453819111,0.21490045011503295,0.9346642468239564,1.1785190613705039e-06,2.84059308102692e-06
20,0.032903196707429805,0.9990412272291467,0.21164821070735554,0.9364791288566243,1e-06,1e-06
