epoch,train_loss,train_acc,val_loss,val_acc,lr_backbone,lr_head
1,3.648326861283085,0.06008309364014062,3.408998241009167,0.07985480943738657,0.0009972636867364526,0.0009972636867364526
2,3.394901596193079,0.09012464046021093,3.5027637866793873,0.09437386569872959,0.000989084726566536,0.000989084726566536
3,3.2342502773665283,0.11569191434963247,3.380336857967065,0.09437386569872959,0.0009755527298894295,0.0009755527298894295
4,3.1162064906010882,0.141259188239054,3.1042422763665227,0.12885662431941924,0.0009568159560924792,0.0009568159560924792
5,2.9926768736779863,0.17098114413550655,3.019702926521509,0.16696914700544466,0.0009330796891903274,0.0009330796891903274
6,2.900356527180975,0.19942473633748803,3.091977170504589,0.16878402903811252,0.0009046039886902865,0.0009046039886902865
7,2.802254696934701,0.21572387344199426,2.9249334768028743,0.18874773139745918,0.0008717008403259585,0.0008717008403259585
8,2.7080447577790125,0.236816874400767,2.789019079693,0.21960072595281308,0.0008347307378762498,0.0008347307378762498
9,2.585679728446124,0.2611057845957175,2.7694595297105518,0.23411978221415608,0.0007940987335200904,0.0007940987335200904
10,2.467746167489232,0.278363694471077,2.694370469683528,0.22323049001814882,0.00075025,0.00075025
11,2.3203059729389888,0.3263023330137424,3.054405419666408,0.2159709618874773,0.0007036649532163624,0.0007036649532163624
12,2.1767706079351976,0.3694471077021413,2.663030726074523,0.27586206896551724,0.0006548539886902864,0.0006548539886902864
13,2.0670404530211584,0.40364333652924256,2.3373384523305183,0.3139745916515426,0.0006043518895634709,0.0006043518895634709
14,1.8961949014328432,0.42665388302972196,2.5961075508443066,0.2867513611615245,0.0005527119674021931,0.0005527119674021931
15,1.7900673143015613,0.469479066794503,2.2579910932565124,0.35934664246823955,0.0005005000000000002,0.0005005000000000002
16,1.6544333052124678,0.5027165228507511,2.3604399340122453,0.36116152450090744,0.00044828803259780724,0.00044828803259780724
17,1.5269720667503481,0.5394694790667945,1.9940191691237656,0.4500907441016334,0.0003966481104365292,0.0003966481104365292
18,1.3788646341094044,0.5851709811441355,2.042113045815331,0.42105263157894735,0.00034614601130971383,0.00034614601130971383
19,1.2272586011017959,0.6321508469159476,1.973015934932037,0.44101633393829404,0.0002973350467836379,0.0002973350467836379
20,1.1313760289752701,0.6669862575902844,1.8903341297661977,0.4301270417422868,0.00025075000000000016,0.00025075000000000016
21,1.0171379998645373,0.6970278044103547,1.7329927055459273,0.49183303085299457,0.00020690126647990976,0.00020690126647990976
22,0.9170047686137343,0.7273889421540428,1.6689920771576316,0.5317604355716878,0.0001662692621237505,0.0001662692621237505
23,0.8225354736664303,0.7635027165228507,1.5540969291745859,0.5517241379310345,0.0001292991596740417,0.0001292991596740417
24,0.7220641671373045,0.8018536273569831,1.5616415366936076,0.5444646098003629,9.639601130971383e-05,9.639601130971383e-05
25,0.6556407046340913,0.8223074464685203,1.454181052162946,0.5753176043557169,6.792031080967288e-05,6.792031080967288e-05
26,0.5963395195062186,0.8494726749760306,1.4616163795959278,0.5662431941923775,4.418404390752082e-05,4.418404390752082e-05
27,0.5696877814131676,0.8584212208373282,1.4380534017583635,0.588021778584392,2.5447270110570814e-05,2.5447270110570814e-05
28,0.5515487093482013,0.864173857462448,1.4151546013982672,0.5952813067150635,1.1915273433464061e-05,1.1915273433464061e-05
29,0.51320056154843,0.8772770853307766,1.4278140896677753,0.5862068965517241,3.736313263547436e-06,3.736313263547436e-06
30,0.49708219278769283,0.887823585810163,1.4108786297363725,0.5916515426497277,1e-06,1e-06
