epoch,train_loss,train_acc,val_loss,val_acc,lr_backbone,lr_head
1,2.43782821235736,0.439117929050815,1.0917155159579863,0.8112522686025408,2.98214809386295e-05,0.00029815940691897306
2,0.9279774039193212,0.8245445829338447,0.5584654917842463,0.9019963702359347,2.929031948627973e-05,0.0002926829491861254
3,0.5484472721977026,0.8935762224352828,0.401133382439397,0.9147005444646098,2.8419594600731336e-05,0.00028370547536616097
4,0.3771929919443484,0.9268136784915308,0.3361579377454335,0.9219600725952813,2.723074641843674e-05,0.00027144804065905466
5,0.27634345537445043,0.9485458612975392,0.2895953665519583,0.9292196007259528,2.575304832720494e-05,0.0002562124637873889
6,0.22005864204443007,0.9565356343879834,0.26922445902482567,0.9274047186932849,2.4022886158240864e-05,0.00023837389521772474
7,0.1740848482245643,0.9725151805688719,0.23858690421399534,0.9491833030852994,2.2082862246223432e-05,0.00021837157971106225
8,0.14212517113150708,0.9753914988814317,0.23456637104280198,0.9346642468239564,1.998074641843674e-05,0.00019669804065905466
9,0.11266592184969243,0.9840204538191115,0.2340615436218395,0.9310344827586207,1.776829974308335e-05,0.00017388695252351454
10,0.09454571581679283,0.987535953978907,0.22096881459715578,0.9274047186932849,1.55e-05,0.0001505
11,0.08492963172712048,0.9907318632150847,0.2205061603560638,0.9346642468239564,1.3231700256916657e-05,0.0001271130474764855
12,0.07029980026273615,0.9929689996804091,0.21917022959398488,0.9382940108892922,1.1019253581563265e-05,0.00010430195934094536
13,0.07170977988022896,0.9920102269095558,0.21883946726142603,0.9346642468239564,8.917137753776574e-06,8.262842028893775e-05
14,0.057524331175945714,0.9961649089165868,0.21407358822989161,0.9328493647912885,6.977113841759142e-06,6.262610478227527e-05
15,0.05721198943389723,0.99712368168744,0.21538374459408155,0.9364791288566243,5.246951672795062e-06,4.478753621261114e-05
16,0.05365472409211054,0.9952061361457335,0.21760600606510297,0.9346642468239564,3.769253581563264e-06,2.9551959340945366e-05
17,0.04718992738877672,0.9977628635346756,0.21289842635284967,0.9364791288566243,2.5804053992686675e-06,1.7294524633839014e-05
18,0.04558918512488524,0.9984020453819111,0.21083842906188185,0.9382940108892922,1.7096805137202739e-06,8.317050813874547e-06
19,0.047901291827608425,0.9964844998402045,0.21355896112517522,0.9346642468239564,1.1785190613705039e-06,2.84059308102692e-06
20,0.046407891604686245,0.9968040907638223,0.20996284588982103,0.9382940108892922,1e-06,1e-06
