epoch,train_loss,train_acc,val_loss,val_acc,lr_backbone,lr_head
1,2.47573955091816,0.5199744327261105,1.419999156803055,0.8148820326678766,2.98214809386295e-05,0.00029815940691897306
2,1.297525831707448,0.8609779482262704,1.1041121948003336,0.9074410163339383,2.929031948627973e-05,0.0002926829491861254
3,1.0650507061197263,0.9191434963247044,1.0286526227819508,0.9219600725952813,2.8419594600731336e-05,0.00028370547536616097
4,0.9666418591296951,0.9488654522211569,0.9953362862773902,0.9201451905626135,2.723074641843674e-05,0.00027144804065905466
5,0.9122060303796248,0.9670821348673697,0.9687936196742603,0.9328493647912885,2.575304832720494e-05,0.0002562124637873889
6,0.8702932472768474,0.9734739533397252,0.963616405013685,0.925589836660617,2.4022886158240864e-05,0.00023837389521772474
7,0.8433935478420141,0.9872163630552893,0.9488198337451084,0.9437386569872959,2.2082862246223432e-05,0.00021837157971106225
8,0.8185210532942455,0.9897730904442313,0.9472234787828476,0.9346642468239564,1.998074641843674e-05,0.00019669804065905466
9,0.8002573618038503,0.9942473633748802,0.9434432855751467,0.9382940108892922,1.776829974308335e-05,0.00017388695252351454
10,0.786581211365919,0.99712368168744,0.9377256662140308,0.9328493647912885,1.55e-05,0.0001505
11,0.778034807737356,0.995845317992969,0.9437462946031574,0.9310344827586207,1.3231700256916657e-05,0.0001271130474764855
12,0.7678915613106776,0.9980824544582934,0.9377289328947258,0.9292196007259528,1.1019253581563265e-05,0.00010430195934094536
13,0.7683103916057575,0.9987216363055289,0.9365920367128403,0.9328493647912885,8.917137753776574e-06,8.262842028893775e-05
14,0.7582944508138347,0.9996804090763822,0.9361341215954069,0.9274047186932849,6.977113841759142e-06,6.262610478227527e-05
15,0.7572009088361404,0.9984020453819111,0.9345750324090033,0.9364791288566243,5.246951672795062e-06,4.478753621261114e-05
16,0.7518382535532436,0.9993608181527645,0.9369340901366163,0.9328493647912885,3.769253581563264e-06,2.9551959340945366e-05
17,0.7500473284881387,0.9996804090763822,0.9347343825601623,0.9328493647912885,2.5804053992686675e-06,1.7294524633839014e-05
18,0.7491105874912851,1.0,0.9310456197404602,0.9382940108892922,1.7096805137202739e-06,8.317050813874547e-06
19,0.7488212296474319,1.0,0.932783439890659,0.9310344827586207,1.1785190613705039e-06,2.84059308102692e-06
20,0.7474063641539622,0.9996804090763822,0.9305923519463375,0.9382940108892922,1e-06,1e-06
