frame,timestamp_sec,track_id,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,count_point_x,count_point_y,signed_distance,crossed_line
3,0.1,26,3,car,0.848425,899.68,984.18,941.42,1076.60,921,1030,921,1077,-41.000000,0
3,0.1,27,3,car,0.867322,169.08,846.58,241.86,937.62,205,892,205,938,675.000000,0
3,0.1,28,3,car,0.858647,1191.59,86.04,1280.55,131.31,1236,109,1236,131,-356.000000,0
3,0.1,29,3,car,0.859814,531.80,1.55,623.94,41.84,578,22,578,42,302.000000,0
3,0.1,30,3,car,0.862781,1736.83,430.84,1840.79,472.32,1789,452,1789,472,-909.000000,0
3,0.1,31,3,car,0.846666,1782.93,113.72,1826.50,202.84,1805,158,1805,203,-925.000000,0
3,0.1,32,3,car,0.845591,1587.87,127.15,1628.32,216.46,1608,172,1608,216,-728.000000,0
3,0.1,33,3,car,0.839579,1735.82,132.08,1772.45,210.89,1754,171,1754,211,-874.000000,0
3,0.1,34,3,car,0.851260,207.66,625.44,297.92,665.19,253,645,253,665,627.000000,0
3,0.1,35,3,car,0.839646,84.86,452.46,181.37,497.91,133,475,133,498,747.000000,0
3,0.1,36,3,car,0.836929,1539.03,121.15,1580.47,216.95,1560,169,1560,217,-680.000000,0
3,0.1,37,3,car,0.841472,1347.32,134.52,1383.19,220.15,1365,177,1365,220,-485.000000,0
3,0.1,38,3,car,0.836280,1493.10,123.73,1532.42,218.48,1513,171,1513,218,-633.000000,0
3,0.1,39,3,car,0.837496,188.31,571.19,283.31,613.84,236,593,236,614,644.000000,0
3,0.1,40,3,car,0.748432,467.81,588.70,561.80,628.71,515,609,515,629,365.000000,0
