epoch,train_loss,train_acc,val_loss,val_acc,lr_backbone,lr_head
1,2.286412473988251,0.5177372962607862,0.9927076081831528,0.8112522686025408,2.98214809386295e-05,0.00029815940691897306
2,0.8124887009671261,0.8571428571428571,0.5167036302617587,0.911070780399274,2.929031948627973e-05,0.0002926829491861254
3,0.4673054255247497,0.9162671780121444,0.37576822390249115,0.9147005444646098,2.8419594600731336e-05,0.00028370547536616097
4,0.3150419293976927,0.9443911792905082,0.31907113970083245,0.9183303085299456,2.723074641843674e-05,0.00027144804065905466
5,0.2324291679397411,0.9610099073186321,0.27546919611859016,0.9346642468239564,2.575304832720494e-05,0.0002562124637873889
6,0.17585325676360883,0.9693192713326941,0.2604767737230675,0.9292196007259528,2.4022886158240864e-05,0.00023837389521772474
7,0.13772615765127064,0.9824224992010226,0.2361488114170284,0.9491833030852994,2.2082862246223432e-05,0.00021837157971106225
8,0.10809965351683981,0.9868967721316715,0.23234354972352567,0.9310344827586207,1.998074641843674e-05,0.00019669804065905466
9,0.08523992982181965,0.9913710450623202,0.23341107791705487,0.9328493647912885,1.776829974308335e-05,0.00017388695252351454
10,0.07133277424201298,0.9936081815276446,0.21923807936766188,0.9364791288566243,1.55e-05,0.0001505
11,0.06247602739142472,0.994566954298498,0.22214735502177704,0.9346642468239564,1.3231700256916657e-05,0.0001271130474764855
12,0.05148051599842476,0.9984020453819111,0.21898097795064134,0.9382940108892922,1.1019253581563265e-05,0.00010430195934094536
13,0.052258263486438986,0.9964844998402045,0.21768823502663043,0.9382940108892922,8.917137753776574e-06,8.262842028893775e-05
14,0.042177436242910496,0.9987216363055289,0.21282356765168547,0.9346642468239564,6.977113841759142e-06,6.262610478227527e-05
15,0.04208553696010165,0.9980824544582934,0.21628655116673823,0.9364791288566243,5.246951672795062e-06,4.478753621261114e-05
16,0.03844293944666221,0.9984020453819111,0.21729222956889338,0.9364791288566243,3.769253581563264e-06,2.9551959340945366e-05
17,0.035245643892334685,0.9987216363055289,0.2125941736322782,0.9401088929219601,2.5804053992686675e-06,1.7294524633839014e-05
18,0.03341172402441864,0.9996804090763822,0.21151229690510218,0.9346642468239564,1.7096805137202739e-06,8.317050813874547e-06
19,0.034717946923190544,0.9984020453819111,0.2145020354018562,0.9346642468239564,1.1785190613705039e-06,2.84059308102692e-06
20,0.03292179661280585,0.9990412272291467,0.21103595479809004,0.9382940108892922,1e-06,1e-06
